Date(UTC),Hs(ft),TP(s),Dp(deg),Ta(s),SST(F)
1/8/2019 19:58,4.46,6.67,148,5.81,52.3
1/8/2019 19:28,4.76,6.67,147,5.96,52.5
1/8/2019 18:58,4.17,6.25,141,5.87,52.2
1/8/2019 18:28,4.43,6.25,139,5.95,51.8
1/8/2019 17:58,4.1,6.25,141,5.79,51.4
1/8/2019 17:28,4.3,6.25,145,5.59,51.1
1/8/2019 16:58,4.36,6.67,138,5.9,51.1
1/8/2019 16:28,3.87,6.67,113,5.82,51.1
1/8/2019 15:58,4.23,5.88,142,5.67,51.1
1/8/2019 15:28,4.1,6.25,127,5.63,51.1
1/8/2019 14:58,4.2,6.25,130,5.52,51.1
1/8/2019 14:28,3.9,7.14,78,5.52,51.1
1/8/2019 13:58,3.77,5.88,121,5.23,51.1
1/8/2019 13:28,3.94,5.88,123,5.35,51.1
1/8/2019 12:58,3.87,5.56,138,4.91,51.1
1/8/2019 12:28,4.04,5,113,4.85,51.1
1/8/2019 11:58,4.07,7.14,52,5.01,51.1
1/8/2019 11:28,4.07,8.33,59,5.01,51.1
1/8/2019 10:58,4.17,7.69,57,4.79,51.1
1/8/2019 10:28,3.74,8.33,51,4.89,51.1
1/8/2019 9:58,3.67,7.14,55,4.63,51.1
1/8/2019 9:28,3.77,7.69,51,4.47,51.1
1/8/2019 8:58,3.58,7.14,45,4.73,51.1
1/8/2019 8:28,3.74,7.69,54,5.04,51.1
1/8/2019 7:58,3.64,6.67,49,5.27,51.1
1/8/2019 7:28,3.35,7.14,48,5.34,51.1
1/8/2019 6:58,3.54,7.69,52,5.25,51.1
1/8/2019 6:28,3.41,7.69,45,5.37,51.1
1/8/2019 5:58,3.61,7.69,52,5.53,51.1
1/8/2019 5:28,3.81,7.69,41,5.5,51.1
1/8/2019 4:58,3.67,7.69,35,5.46,51.1
1/8/2019 4:28,3.74,7.69,38,5.34,51.1
1/8/2019 3:58,3.81,8.33,34,5.21,51.1
1/8/2019 3:28,3.97,7.69,48,5.2,51.1
1/8/2019 2:58,3.9,6.25,34,4.96,51.1
1/8/2019 2:28,3.94,6.67,35,5.02,51.1
1/8/2019 1:58,4.1,7.69,51,4.88,51.1
1/8/2019 1:28,4.27,5.88,34,4.93,51.1
1/8/2019 0:58,4.07,7.69,38,4.84,51.1
1/8/2019 0:28,4.36,5.56,40,4.84,51.1
1/7/2019 23:58,4.53,7.14,34,4.95,51.1
1/7/2019 23:28,4.56,6.67,31,4.92,51.1
1/7/2019 22:58,4.43,6.67,37,4.78,51.1
1/7/2019 22:28,4.76,7.14,35,5.02,51.1
1/7/2019 21:58,4.79,7.14,34,5.02,51.1
1/7/2019 21:28,4.72,7.14,34,5,51.1
1/7/2019 20:58,4.95,7.14,35,4.95,51.1
1/7/2019 20:28,5.31,7.69,41,5.26,51.1
1/7/2019 19:58,5.28,7.14,35,5.18,51.1
1/7/2019 19:28,5.18,7.14,33,5.18,51.1
1/7/2019 18:58,5.45,7.69,37,5.27,51.1
1/7/2019 18:28,5.51,5.88,41,5.19,51.1
1/7/2019 17:58,5.94,6.67,30,5.23,51.1
1/7/2019 17:28,5.68,8.33,41,5.24,51.1
1/7/2019 16:58,5.97,6.25,31,5.14,51.1
1/7/2019 16:28,5.94,6.67,34,5.09,51.1
1/7/2019 15:58,5.61,6.25,31,4.79,51.1
1/7/2019 15:28,6,5.88,26,4.84,51.1
1/7/2019 14:58,6,6.67,30,5,51.1
1/7/2019 14:28,6.2,6.67,31,4.95,51.1
1/7/2019 13:58,6.4,6.25,31,4.93,51.1
1/7/2019 13:28,6.3,5.88,30,4.96,51.1
1/7/2019 12:58,5.97,6.25,26,4.99,51.1
1/7/2019 12:28,6.33,6.25,27,5.12,51.1
1/7/2019 11:58,6.27,6.67,30,5.08,51.1
1/7/2019 11:28,6.27,7.14,33,5.09,51.1
1/7/2019 10:58,5.91,6.25,31,4.83,51.1
1/7/2019 10:28,5.38,5.26,20,4.63,51.1
1/7/2019 9:58,5.51,5.56,24,4.53,51.1
1/7/2019 9:28,5.05,5.26,30,4.35,51.1
1/7/2019 8:58,4.95,5,24,4.29,51.1
1/7/2019 8:28,4.99,5.26,27,4.34,51.1
1/7/2019 7:58,4.36,4.55,27,4.06,50.9
1/7/2019 7:28,4.43,4.76,21,4.08,51.1
1/7/2019 6:58,4.3,4.35,30,3.98,50.9
1/7/2019 6:28,4.17,4.35,21,3.9,50.9
1/7/2019 5:58,4.17,4.35,30,3.87,50.7
1/7/2019 5:28,3.97,4.17,28,3.88,50.7
1/7/2019 4:58,3.81,4,27,3.86,50.7
1/7/2019 4:28,3.41,7.69,65,3.83,50.7
1/7/2019 3:58,3.05,7.14,37,3.96,50.7
1/7/2019 3:28,2.79,7.69,64,4.41,50.9
1/7/2019 2:58,2.59,8.33,92,4.95,50.9
1/7/2019 2:28,2.62,7.69,55,5.35,50.9
1/7/2019 1:58,2.43,7.14,59,5.45,50.7
1/7/2019 1:28,2.49,8.33,94,5.96,50.9
1/7/2019 0:58,2.53,7.69,52,5.98,50.9
1/7/2019 0:28,2.53,7.69,64,6.28,50.9
1/6/2019 23:58,2.59,8.33,75,6.37,50.7
1/6/2019 23:28,2.53,6.67,51,6.37,50.7
1/6/2019 22:58,2.43,7.14,37,6.36,50.9
1/6/2019 22:28,2.46,7.69,64,6.26,51.1
1/6/2019 21:58,2.46,7.69,49,6.24,51.1
1/6/2019 21:28,2.3,7.69,80,6,51.1
1/6/2019 20:58,2.3,7.69,72,5.72,51.1
1/6/2019 20:28,2.43,7.69,68,5.59,51.1
1/6/2019 19:58,2.23,8.33,97,5.1,51.1
1/6/2019 19:28,2.23,8.33,114,5.08,51.1
1/6/2019 18:58,2.13,8.33,96,4.56,50.9
1/6/2019 18:28,2.36,9.88,75,4.86,50.7
1/6/2019 17:58,2.43,10.53,93,4.52,50.7
1/6/2019 17:28,2.43,7.69,134,4.36,50.7
1/6/2019 16:58,2.43,9.09,121,4.2,50.7
1/6/2019 16:28,2.43,5.26,76,4.13,50.7
1/6/2019 15:58,2.49,5.88,120,4.11,50.7
1/6/2019 15:28,2.4,8.33,138,4.17,50.5
1/6/2019 14:58,2.43,9.09,131,4.53,50.4
1/6/2019 14:28,2.33,8.33,152,4.7,50.4
1/6/2019 13:58,2.36,8.33,149,4.65,50.4
1/6/2019 13:28,2.4,6.67,139,4.62,50.4
1/6/2019 12:58,2.56,5.88,154,4.67,50.4
1/6/2019 12:28,2.56,9.09,142,4.57,50.4
1/6/2019 11:58,2.43,9.09,155,4.4,50.4
1/6/2019 11:28,2.46,5.56,158,4.61,50.4
1/6/2019 10:58,2.56,9.88,90,4.95,50.4
1/6/2019 10:28,2.49,5.88,158,4.73,50.4
1/6/2019 9:58,2.82,5.88,156,4.76,50.4
1/6/2019 9:28,2.69,5.56,154,4.71,50.5
1/6/2019 8:58,2.59,5.88,158,4.34,50.4
1/6/2019 8:28,2.59,5.88,161,4.37,50.5
1/6/2019 7:58,2.69,6.25,168,4.38,50.5
1/6/2019 7:28,2.69,6.25,163,4.5,50.5
1/6/2019 6:58,3.05,5.88,166,4.63,50.5
1/6/2019 6:28,3.18,6.25,168,4.49,50.7
1/6/2019 5:58,3.28,6.67,170,4.29,50.7
1/6/2019 5:28,3.15,6.67,170,4.49,50.7
1/6/2019 4:58,3.18,6.25,163,4.31,50.7
1/6/2019 4:28,3.38,6.25,169,4.65,50.7
1/6/2019 3:58,3.22,7.14,170,4.74,50.7
1/6/2019 3:28,3.08,6.67,168,4.7,50.7
1/6/2019 2:58,3.25,6.25,165,4.95,50.7
1/6/2019 2:28,3.18,6.67,166,4.94,50.7
1/6/2019 1:58,3.31,6.67,163,4.82,50.7
1/6/2019 1:28,3.28,6.67,165,4.48,50.7
1/6/2019 0:58,3.48,6.67,165,4.67,51.1
1/6/2019 0:28,3.28,6.67,163,4.64,51.1
1/5/2019 23:58,3.61,7.69,165,4.73,51.1
1/5/2019 23:28,3.64,8.33,168,4.56,51.1
1/5/2019 22:58,3.61,6.67,161,4.43,51.1
1/5/2019 22:28,3.9,6.67,168,4.31,51.3
1/5/2019 21:58,4.23,8.33,165,4.41,51.3
1/5/2019 21:28,4.23,8.33,163,4.46,51.3
1/5/2019 20:58,4.07,8.33,163,4.47,51.3
1/5/2019 20:28,4.4,8.33,168,4.32,51.4
1/5/2019 19:58,4.66,8.33,170,4.43,51.4
1/5/2019 19:28,5.18,4.17,283,4.37,51.4
1/5/2019 18:58,4.86,6.25,163,4.39,51.4
1/5/2019 18:28,5.35,6.67,170,4.43,51.4
1/5/2019 17:58,5.18,6.67,165,4.39,51.4
1/5/2019 17:28,4.59,6.67,161,4.26,51.4
1/5/2019 16:58,4.43,6.25,162,4.1,51.3
1/5/2019 16:28,4.72,3.57,267,4.09,51.1
1/5/2019 15:58,4.82,3.57,263,4.08,51.1
1/5/2019 15:28,4.86,3.7,256,3.94,51.1
1/5/2019 14:58,4.92,3.7,255,3.94,51.1
1/5/2019 14:28,4.82,3.85,239,3.92,51.1
1/5/2019 13:58,4.59,6.25,147,3.88,51.1
1/5/2019 13:28,4.13,5.88,145,3.79,51.1
1/5/2019 12:58,3.74,6.25,139,4.12,51.1
1/5/2019 12:28,3.48,5.56,139,4.34,51.1
1/5/2019 11:58,3.35,6.25,132,4.52,51.1
1/5/2019 11:28,3.51,5.88,131,4.95,51.1
1/5/2019 10:58,3.71,5.88,137,5.04,51.4
1/5/2019 10:28,3.51,5.88,128,4.81,51.4
1/5/2019 9:58,3.9,5.88,139,4.87,51.4
1/5/2019 9:28,3.64,5.56,128,4.89,51.4
1/5/2019 8:58,3.71,6.25,131,4.79,51.4
1/5/2019 8:28,3.51,5.26,113,4.69,51.4
1/5/2019 7:58,3.22,5.88,104,4.51,51.4
1/5/2019 7:28,3.12,5.56,109,4.47,51.4
1/5/2019 6:58,2.85,5.56,107,4.36,51.4
1/5/2019 6:28,2.99,5.56,106,4.17,51.4
1/5/2019 5:58,2.82,5,107,4.29,51.6
1/5/2019 5:28,2.53,6.67,111,4.62,51.8
1/5/2019 4:58,2.56,5,104,4.96,52
1/5/2019 4:28,2.4,5.26,106,5.28,52.2
1/5/2019 3:58,2.4,6.67,113,5.23,51.8
1/5/2019 3:28,2.43,4.76,90,5.14,52
1/5/2019 2:58,2.36,8.33,102,5.17,52.3
1/5/2019 2:28,2.2,5.26,80,5.04,52
1/5/2019 1:58,2.2,6.67,121,5.09,51.4
1/5/2019 1:28,2.23,8.33,90,5.11,51.4
1/5/2019 0:58,2.26,8.33,100,4.95,51.3
1/5/2019 0:28,2.2,6.25,97,4.72,51.3
1/4/2019 23:58,2.23,7.14,111,4.59,51.3
1/4/2019 23:28,2.3,7.69,111,4.6,51.3
1/4/2019 22:58,2.2,7.14,114,4.37,51.3
1/4/2019 22:28,2.33,7.69,100,4.34,51.3
1/4/2019 21:58,2.4,9.09,89,4.26,51.3
1/4/2019 21:28,2.36,6.67,107,4.23,51.3
1/4/2019 20:58,2.46,6.67,113,4.33,51.3
1/4/2019 20:28,2.46,6.25,93,4.44,51.3
1/4/2019 19:58,2.43,5,61,4.43,51.3
1/4/2019 19:28,2.36,6.67,111,4.46,51.3
1/4/2019 18:58,2.4,6.67,103,4.43,51.4
1/4/2019 18:28,2.33,6.67,104,4.69,51.4
1/4/2019 17:58,2.36,8.33,114,4.73,51.3
1/4/2019 17:28,2.33,4.76,41,4.63,51.3
1/4/2019 16:58,2.4,9.09,94,4.81,51.3
1/4/2019 16:28,2.33,5.56,86,4.53,51.3
1/4/2019 15:58,2.23,7.14,100,4.54,51.3
1/4/2019 15:28,2.33,5,42,4.74,51.3
1/4/2019 14:58,2.36,5,40,4.78,51.3
1/4/2019 14:28,2.43,5,52,4.81,51.3
1/4/2019 13:58,2.26,9.09,85,4.99,51.3
1/4/2019 13:28,2.2,5.56,49,4.81,51.3
1/4/2019 12:58,2.2,8.33,102,4.84,51.3
1/4/2019 12:28,2.07,7.14,114,4.5,51.3
1/4/2019 11:58,2,6.67,118,4.66,51.3
1/4/2019 11:28,2.03,7.14,89,4.73,51.3
1/4/2019 10:58,2.03,6.67,118,4.77,51.3
1/4/2019 10:28,2.03,7.69,106,4.48,51.3
1/4/2019 9:58,1.97,7.69,90,4.52,51.3
1/4/2019 9:28,1.97,9.09,83,4.57,51.3
1/4/2019 8:58,1.77,7.69,97,4.61,51.3
1/4/2019 8:28,1.87,9.09,89,4.63,51.3
1/4/2019 7:58,1.9,9.09,106,4.88,51.3
1/4/2019 7:28,1.87,10.53,68,4.67,51.3
1/4/2019 6:58,1.9,8.33,102,4.78,51.3
1/4/2019 6:28,1.94,8.33,83,4.86,51.3
1/4/2019 5:58,1.87,8.33,79,4.82,51.3
1/4/2019 5:28,1.74,9.09,99,4.54,51.3
1/4/2019 4:58,1.77,9.09,96,4.51,51.4
1/4/2019 4:28,1.87,9.09,89,4.83,51.4
1/4/2019 3:58,1.84,9.09,104,4.47,51.4
1/4/2019 3:28,1.8,8.33,85,4.58,51.4
1/4/2019 2:58,1.77,8.33,72,4.56,51.4
1/4/2019 2:28,1.74,9.88,83,4.67,51.4
1/4/2019 1:58,1.67,8.33,80,4.48,51.4
1/4/2019 1:28,1.71,10.53,76,4.86,51.4
1/4/2019 0:58,1.67,9.09,103,5.08,51.4
1/4/2019 0:28,1.54,9.09,92,5.22,51.4
1/3/2019 23:58,1.54,9.09,96,5.54,51.4
1/3/2019 23:28,1.54,9.09,100,5.96,51.4
1/3/2019 22:58,1.64,8.33,116,6.06,51.4
1/3/2019 22:28,1.51,8.33,100,5.83,51.4
1/3/2019 21:58,1.71,8.33,103,6.13,51.4
1/3/2019 21:28,1.77,9.09,118,5.95,51.4
1/3/2019 20:58,1.71,8.33,116,5.56,51.4
1/3/2019 20:28,1.84,9.09,114,5.38,51.4
1/3/2019 19:58,1.9,6.25,123,5.23,51.4
1/3/2019 19:28,2.1,5.88,113,5.28,51.4
1/3/2019 18:58,2.13,6.67,110,5.06,51.4
1/3/2019 18:28,2.26,5.88,109,5.17,51.4
1/3/2019 17:58,2.46,5.88,118,5.16,51.4
1/3/2019 17:28,2.4,6.25,107,5.05,51.4
1/3/2019 16:58,2.59,6.25,123,5.21,51.4
1/3/2019 16:28,2.69,5.88,113,5.18,51.3
1/3/2019 15:58,2.92,6.25,120,5.12,51.3
1/3/2019 15:28,2.99,6.25,117,5.1,51.3
1/3/2019 14:58,2.82,6.25,109,4.86,51.3
1/3/2019 14:28,2.99,6.67,114,5.06,51.3
1/3/2019 13:58,3.44,7.14,96,5.08,51.3
1/3/2019 13:28,3.84,6.67,103,4.97,51.3
1/3/2019 12:58,3.67,7.14,107,4.97,51.3
1/3/2019 12:28,3.84,7.14,107,4.87,51.3
1/3/2019 11:58,4,7.14,113,5,51.3
1/3/2019 11:28,3.81,7.14,109,4.95,51.3
1/3/2019 10:58,3.94,6.67,109,4.98,51.3
1/3/2019 10:28,3.9,7.14,104,5,51.4
1/3/2019 9:58,4.07,5.88,92,4.98,51.4
1/3/2019 9:28,4.04,6.67,106,4.92,51.4
1/3/2019 8:58,3.81,5.56,87,4.74,51.4
1/3/2019 8:28,4.07,5.88,89,4.9,51.4
1/3/2019 7:58,4.17,5.26,75,4.89,51.4
1/3/2019 7:28,3.94,5.88,103,4.82,51.4
1/3/2019 6:58,4,5.26,72,4.69,51.4
1/3/2019 6:28,3.81,5.88,89,4.85,51.4
1/3/2019 5:58,3.94,5.26,82,4.94,51.4
1/3/2019 5:28,3.81,5.56,75,5,51.4
1/3/2019 4:58,3.74,5.26,59,4.88,51.4
1/3/2019 4:28,3.51,5.56,71,4.89,51.4
1/3/2019 3:58,3.94,5.88,75,5.06,51.4
1/3/2019 3:28,3.71,5.26,69,4.85,51.4
1/3/2019 2:58,3.67,6.25,68,4.87,51.4
1/3/2019 2:28,3.87,5.26,55,4.84,51.4
1/3/2019 1:58,3.74,4.76,49,4.65,51.4
1/3/2019 1:28,3.64,6.67,69,4.72,51.4
1/3/2019 0:58,4.04,5.88,65,4.74,51.4
1/3/2019 0:28,4.04,5.26,30,4.62,51.4
1/2/2019 23:58,4.07,5.26,40,4.6,51.4
1/2/2019 23:28,3.97,5.26,30,4.57,51.4
1/2/2019 22:58,3.74,5,40,4.48,51.4
1/2/2019 22:28,4,4.76,33,4.48,51.4
1/2/2019 21:58,3.9,5.56,30,4.44,51.4
1/2/2019 21:28,3.9,5,21,4.45,51.4
1/2/2019 20:58,4.27,4.76,26,4.43,51.4
1/2/2019 20:28,4.49,5.26,35,4.48,51.4
1/2/2019 19:58,4.53,5.56,34,4.36,51.4
1/2/2019 19:28,4.79,5.26,33,4.35,51.4
1/2/2019 18:58,4.53,5.56,38,4.28,51.4
1/2/2019 18:28,4.89,5.56,35,4.43,51.4
1/2/2019 17:58,4.92,5.56,37,4.46,51.4
1/2/2019 17:28,5.05,5.56,33,4.31,51.3
1/2/2019 16:58,4.95,5.56,33,4.34,51.3
1/2/2019 16:28,5.12,5.88,40,4.36,51.3
1/2/2019 15:58,5.28,5.56,37,4.49,51.3
1/2/2019 15:28,5.15,5.56,41,4.33,51.3
1/2/2019 14:58,4.92,5.56,47,4.29,51.1
1/2/2019 14:28,4.99,5.26,44,4.31,51.1
1/2/2019 13:58,4.82,5.26,42,4.34,51.3
1/2/2019 13:28,4.43,4.76,47,4.16,51.3
1/2/2019 12:58,4.36,5.26,42,4.15,51.3
1/2/2019 12:28,4,4.76,45,4,51.4
1/2/2019 11:58,4.07,4.55,45,4.03,51.4
1/2/2019 11:28,3.81,4.17,44,4,51.4
1/2/2019 10:58,3.64,4.17,47,3.88,51.6
1/2/2019 10:28,3.54,4,45,3.87,51.6
1/2/2019 9:58,3.25,3.85,47,3.82,51.6
1/2/2019 9:28,3.08,3.33,23,3.78,51.6
1/2/2019 8:58,2.82,9.09,127,3.94,51.6
1/2/2019 8:28,2.62,4.35,82,4.05,51.6
1/2/2019 7:58,2.46,13.33,72,4.16,51.6
1/2/2019 7:28,2.53,12.5,76,4.47,51.6
1/2/2019 6:58,2.49,9.09,114,4.26,51.6
1/2/2019 6:28,2.49,13.33,66,4.45,51.6
1/2/2019 5:58,2.59,6.25,154,4.45,51.8
1/2/2019 5:28,2.66,12.5,71,4.24,51.8
1/2/2019 4:58,2.69,6.67,152,4.35,51.8
1/2/2019 4:28,2.82,6.25,156,4.56,51.8
1/2/2019 3:58,2.76,13.33,65,4.61,52
1/2/2019 3:28,2.89,6.67,159,4.72,52
1/2/2019 2:58,2.82,6.67,156,4.67,52
1/2/2019 2:28,2.95,6.67,156,4.74,52
1/2/2019 1:58,2.95,5.88,139,4.85,52.2
1/2/2019 1:28,2.95,6.67,156,4.9,52.2
1/2/2019 0:58,3.08,6.67,159,4.99,52.2
1/2/2019 0:28,2.79,7.14,151,5.28,52.2
1/1/2019 23:58,2.92,6.67,163,5.47,52.2
1/1/2019 23:28,2.72,6.25,151,5.4,52.2
1/1/2019 22:58,2.82,13.33,75,5.73,52.2
1/1/2019 22:28,2.99,6.67,163,5.75,52.2
1/1/2019 21:58,2.85,6.67,161,5.77,52.2
1/1/2019 21:28,3.02,6.67,158,5.81,52.2
1/1/2019 20:58,3.05,7.14,147,5.51,52.2
1/1/2019 20:28,3.28,7.14,147,5.43,52.2
1/1/2019 19:58,3.41,7.14,148,5.13,52.2
1/1/2019 19:28,3.81,7.14,148,5.16,52.2
1/1/2019 18:58,3.94,7.14,148,5.17,52.2
1/1/2019 18:28,4.04,7.14,149,5.43,52
1/1/2019 17:58,3.9,6.67,158,5.27,51.8
1/1/2019 17:28,4.36,6.67,151,5.38,51.6
1/1/2019 16:58,4.17,6.67,145,5.32,51.6
1/1/2019 16:28,4.4,7.14,149,5.31,51.4
1/1/2019 15:58,4.49,6.67,147,5.31,51.1
1/1/2019 15:28,4.63,6.25,154,5.41,51.1
1/1/2019 14:58,4.63,6.67,145,5.37,51.1
1/1/2019 14:28,4.63,7.14,134,5.55,51.1
1/1/2019 13:58,4.89,6.25,145,5.48,51.1
1/1/2019 13:28,4.66,6.67,144,5.33,51.3
1/1/2019 12:58,4.76,7.14,135,5.39,51.4
1/1/2019 12:28,4.86,7.14,130,5.39,51.4
1/1/2019 11:58,4.2,6.67,132,5.16,51.4
1/1/2019 11:28,4.17,6.67,131,5.17,51.3
1/1/2019 10:58,4.33,6.25,142,5.2,51.4
1/1/2019 10:28,4.49,7.14,124,5.29,51.4
1/1/2019 9:58,4.63,6.67,138,5.36,51.4
1/1/2019 9:28,4.36,7.14,125,5.42,51.4
1/1/2019 8:58,4.36,6.67,142,5.3,51.4
1/1/2019 8:28,4.86,7.14,130,5.36,51.4
1/1/2019 7:58,4.86,6.67,139,5.14,51.4
1/1/2019 7:28,5.02,6.25,132,5.29,51.4
1/1/2019 6:58,4.76,6.67,127,5.33,51.4
1/1/2019 6:28,5.09,6.67,128,5.39,51.4
1/1/2019 5:58,4.72,5.88,137,5.19,51.4
1/1/2019 5:28,4.66,5.88,128,5.35,51.4
1/1/2019 4:58,4.92,6.25,120,5.73,51.4
1/1/2019 4:28,4.53,6.25,124,5.57,51.4
1/1/2019 3:58,4.63,6.25,121,5.75,51.4
1/1/2019 3:28,4.72,6.25,124,5.63,51.4
1/1/2019 2:58,4.43,5.88,131,5.54,51.4
1/1/2019 2:28,4.4,5.88,116,5.56,51.3
1/1/2019 1:58,4.2,5.88,111,5.49,51.3
1/1/2019 1:28,4.07,6.25,116,5.62,51.4
1/1/2019 0:58,3.71,5.56,109,5.64,51.3
1/1/2019 0:28,3.58,5.56,103,5.49,51.3
